player_id,nickname,realname,age,nationality
1,zet,Marcus Sundström,,Sweden
2,RobbaN,Robert Dahlström,,Sweden
7,Friis,Michael Jørgensen,30,Denmark
11,Vertigo,Thomas Andresen,,Norway
13,RashiE,Raymond Nielsen,27,Norway
15,m1kkis,Michael Sokki,29,Norway
17,Zyppe,Samuel Martinsson,30,Sweden
18,xeron,Niclas Putero,,Sweden
20,Rogga,Robert Forsberg,,Sweden
21,zonic,Danny Sørensen,33,Denmark
24,ave,Alexander Holdt,,Denmark
28,cArn,Patrik Sättermon,,Sweden
29,f0rest,Patrik Lindberg,31,Sweden
30,dsn,Harley Örwall,33,Sweden
31,lurppis,Tomi Kovanen,32,Finland
34,ruuit,Max Aspe,,Finland
35,naSu,Niko Kovanen,29,Finland
37,THREAT,Björn Pers,31,Sweden
38,kHRYSTAL,Frej Sjöström,29,Sweden
39,GeT_RiGhT,Christopher Alesund,29,Sweden
41,pronax,Markus Wallsten,28,Sweden
44,BARBARR,André Möller,29,Sweden
50,REAL,Sondre Svanevik,,Norway
51,syrtekz,Tommy Skoglund,,Norway
58,trace,Martin Heldt,29,Denmark
59,Aika,Adrian Schunke,,Germany
62,threeman,Johannes Droste,31,Germany
77,nooky,Andre Utesch,33,Germany
86,ninja,Vinh Bui Thanh,,Germany
92,approx,Manuel Zeitz,32,Germany
102,zonixx,Michele Köhler,29,Germany
105,coLLy,Burak Dogramaci,,Turkey
109,fai,Marco Sinato,,Italy
113,loomit,Christoph Normann,35,Germany
114,rEcki,Lucas Reckermann,31,Germany
128,Troubley,Tobias Tabbert,27,Germany
136,gob b,Fatih Dayik,32,Germany
137,Tixo,Manuel Makohl,,Germany
146,Ozstrik3r,Steeve Flavigni,,France
147,SIXER,Christophe Xia,28,France
150,MAJ3R,Engin Küpeli,29,Turkey
151,face,Johan Klasson,31,Sweden
152,Gux,Rasmus Ståhl,30,Sweden
153,Jumpy,Jimmy Berndtsson,33,Sweden
156,HaRts,Michael Zanatta,34,France
157,ioRek,Jeremy Vuillermet,32,France
158,MaT,Mathieu Leber,34,France
159,mSx,Mickael Cassisi,31,France
161,TaZ,Wiktor Wojtas,33,Poland
162,kuben,Jakub Gurczynski,31,Poland
163,Loord,Mariusz Cybulski,33,Poland
165,NEO,Filip Kubski,32,Poland
166,KIKOOOO,Carlos Henrique Segal,,Brazil
167,btt,Thiago Monteiro,,Brazil
168,cogu,Raphael Camargo,34,Brazil
169,nak,Renato Nakano,32,Brazil
170,spacca,Guilherme Spacca,30,Brazil
174,solo,Keun-Chul Kang,32,Korea
175,termi,Seon-Ho Pyeon,33,Korea
177,Jewelry,Nan Wang,33,China
180,Savage,Bin Liu,31,China
192,Irukandji,Andrew Timmerman,,United States
194,savi0r,David Park,,United States
196,SpawN,Abdisamad Mohamed,,Sweden
199,fRoD,Danny Montaner,33,United States
200,Storm,Tyler Wood,34,United States
201,Warden,Matt Dickens,34,United States
203,n0thing,Jordan Gilbert,29,United States
205,glow,Min-Soo Kim,32,Korea
212,steno,Nazar Vynnytsky,,United States
216,Volcano,Salvatore Garozzo,,United States
217,method,Michael So,,United States
219,da_bears,Erik Stromberg,,United States
222,TRULS,Chris Navratil,32,United States
224,dizzaman,Dustin Dilyerd,,Ireland
227,iNERTiA,Ric Bundy,33,United States
228,sinyster,Corey Deveraux,,United States
233,CosMo,Warren Boisnard,,France
234,drizzer,Benjamin Charnet,,France
239,kUtA,Kevin Dang,,France
244,Krav,Julien Hernandez,,France
245,mshz,Michel Nguyen,,France
251,NOtA,Kyle Saadi,30,Algeria
252,pressy,Benoit Garcia,,France
269,jarod,Steve Cohen,33,France
274,Skall,Benjamin Moulon,,France
284,JaCkz,Audric Jug,27,France
286,MoMaN,Emmanuel Marquez,,Spain
292,MUKKE,Paul Richter,,Austria
299,craft1k,Taras Voitenko,,Ukraine
300,lmbt,Sergey Bezhanov,,Ukraine
301,ceh9,Arseny Trynozhenko,31,Ukraine
302,kUcheR,Emil Akhundov,31,Russia
303,starix,Sergey Ischuk,32,Ukraine
305,dOK,Artur Kaleta,,Poland
311,rDh,Marcin Rutkowski,,Poland
312,ths,Tomasz Sopel,,Poland
316,myth,Daniel Bukalski,,Poland
317,pashaBiceps,Jarosław Jarząbkowski,31,Poland
318,drive,Łukasz Snopkiewicz,,Poland
322,FlipiN,Antonio Rivas del Rey,32,Spain
329,Kairi,David de Miguel,31,Spain
330,MusambaN1,Jonathan Torrent,33,Spain
332,thoR,Thorsten Kunz,,Germany
333,BeAst,Alexander Yakovlev,,Kazakhstan
334,AdreN,Dauren Kystaubayev,30,Kazakhstan
335,N1ck3L,Malik Sualirov,,Kazakhstan
336,Anv1k,Anvar Nassyrov,,Kazakhstan
338,markeloff,Yegor Markelov,32,Ukraine
339,ANGE1,Kirill Karasiow,30,Ukraine
342,Johnta,Ivan Shevtsov,32,Ukraine
344,GuMmY,Borja González,,Spain
345,rai,Yzan Lucas,30,Spain
349,scott,Pablo Garcia Gonzalez,,Spain
351,poWer,Christopher Rodríguez,,Spain
352,hAder,Francisco Vázquez,,Spain
353,MakalisteR,Miguel García Dominguez,,Spain
356,arki,Omar Chakkor,30,Spain
365,meisoN,Juan Carlos Chacón,30,Spain
373,donQ,Francesc Savall Garcia,29,Spain
380,diNk,Mikel Pemán,,Spain
381,MasterdAN,Daniel Vinués Romero,,Spain
383,mansito,Eder Alzugarai,33,Spain
389,kinta,Pelayo Martinez,,Spain
414,drifking,Miguel García Bermell,,Spain
424,zomA,Vojkan Rajović,,Serbia
429,karrigan,Finn Andersen,29,Denmark
433,zneel,Jim Andersson,,Sweden
434,pita,Faruk Pita,29,Bosnia and Herzegovina
438,Delpan,Marcus Larsson,30,Sweden
458,yxo,Alexey Maletskiy,,Ukraine
472,B1ad3,Andrey Gorodenskiy,33,Ukraine
474,weiss,Nikolay Poplavskiy,,Ukraine
476,strike,Juriy Tereshenko,,Ukraine
477,redman,Vladimir Tarasov,,Russia
478,ed1k,Eduard Ivanov,,Russia
480,Flatra,Aleksey Zlobich,,Russia
482,Kane,Mikhaylo Blagin,,Ukraine
483,Edward,Ioann Sukhariev,32,Ukraine
484,Zeus,Danylo Teslenko,32,Ukraine
497,LeX,Aleksey Kolesnikov,,Russia
499,hooch,Dmitry Bogdanov,32,Russia
511,F_1N,Ivan Kochugov,36,Russia
513,stofqaz,Christoffer Gundersen,,Denmark
514,aneee,Søren Runge,,Denmark
515,COLON,Morten Johansen,28,Denmark
518,xlo,Tomas Falden,,Denmark
526,dEsh,Daniil Zaru,28,Belarus
527,tALEfRaGT,Sergei Taleyko,32,Belarus
528,keep3r,Yuriy Mikulchik,,Belarus
536,deficient,Edgars Berzins,28,Latvia
541,zeeth,Morten Ottosen,,Denmark
543,minet,Oliver Minet,28,Denmark
545,MODDII,Andreas Fridh,30,Sweden
547,t3h f4rm3r,Daniel Börzsönyi,30,Hungary
551,A38,Nikolaj Ahnstrøm,,Denmark
552,katulen,Marc Winther,,Denmark
554,ellllll,Bruno Ono,33,Brazil
555,bit,Bruno Lima,29,Brazil
556,chucky,Olavo Napoleão,,Brazil
557,fnx,Lincoln Lau,30,Brazil
558,prd,Arthur Resende,29,Brazil
566,Dodz,Rainer Trossek,30,Estonia
574,Veeker,Ricardas Vismantas,29,Lithuania
603,z1,Roman Poltavchenko,26,Ukraine
604,MSE,Vadim Zimin,33,Russia
607,Pr1zraK,Konstantin Krivosheev,31,Ukraine
608,sozik,Vyacheslav Sazonov,,Ukraine
610,HeUkA,Jérôme Bassat,32,France
611,atLaNtis,Fabien Deguiraud,,France
614,instanz,Rémi Poilblanc,30,France
616,StrykerX,Prasad Paramajothi,,Singapore
623,benoR,Benjamin O'Reilly,,Australia
624,deStiny,Mark Kagan,29,Australia
625,ferg,Fergus Stephenson,31,Australia
627,gazR,Gareth Lynn,,Australia
628,coachi,Hélder Sancho,,Portugal
629,fox,Ricardo Pacheco,33,Portugal
630,MUTiRiS,Christopher Fernandes,27,Portugal
632,SHOUW,Rui Reis,30,Portugal
633,xock,Gianfranco Solari,,Peru
634,Pock,Gianfranco Rosas,30,Peru
635,wArpAtH,Marco Elias,31,Peru
638,kalaN,Jovan Kalanoski,35,Macedonia
639,ALM1GHTY,Džoko Laboski,28,Macedonia
641,helius,Aleksandar Kiselinov,28,Macedonia
642,ERROR,Angel Grozdanoski,33,Macedonia
645,tacky,Tommy Mosgaard,,Norway
646,kalle,Karl-William Haraldsen,28,Norway
655,Noppo,Junya Taniguchi,,Japan
657,sino,Hiroki Yamamoto,22,Japan
662,peri,Bum-Ki Jung,29,Korea
668,Evant,Tsung-Kai Chen,,Taiwan
671,cedrik,Tzu-an Chen,30,Taiwan
680,oFF,Jesús Castillo García,,Spain
684,ociriz,Mikael Karkinen,28,Finland
691,shaker,Markus Pyysalo,,Finland
692,BASiC,Kimmo Fagerholm,27,Finland
694,aslak,Timi Verkkoperä,,Finland
695,allu,Aleksi Jalli,27,Finland
713,natu,Joona Leppänen,34,Finland
714,dRiim,Miikka Toroi,,Finland
729,sergi,Sergio Araque Cebrián,22,Spain
730,Spanisfury,Chevi Gonzalez,,Spain
731,YuRk0,José Aspas,,Spain
735,Dosia,Mihail Stolyarov,31,Russia
736,OverDrive,Alexey Birukov,34,Russia
737,Fox,Sergey Stolyarov,33,Russia
740,episode,Niyazi Ibragimov,29,Uzbekistan
742,CEKKA,Server Kerimov,26,Uzbekistan
744,Thomas,Thomas Yasyukyavichyus,27,Uzbekistan
751,MILENK0,Milen Le,31,Bulgaria
752,Geko,Veselin Ganchev,28,Bulgaria
762,lidde,Jonathan Lidgren,,Sweden
763,Zitron,Viktor Kandre,,Sweden
768,pb,Jonas Pettersson,30,Sweden
769,hyvlarn,Jon Edelsvärd,,Sweden
771,denwin,Dennis Gustavsson,,Sweden
775,marvel,Erik Janbell,29,Sweden
781,dzt,Tiago Gonçalves,32,Portugal
783,axoN,Joaquim Pinto,,Portugal
798,oskar,Tomáš Šťastný,28,Czech Republic
815,seezung,Dennis Seesing,,Netherlands
818,beyoNd*,Melanie Gutsche,,Germany
820,angel.th,Christina Hülzer,,Germany
822,CHEF-KOCH,David Nagel,38,Germany
823,Maniac,Mathieu Quiquerez,29,Switzerland
838,alex,Zhengwei Bian,,China
839,tb,BingYuan Li,29,China
840,karl,Xi Wang,31,China
841,xf,Xuefeng Lai,,China
848,sPiKe,Birgir Águstsson,32,Iceland
850,deNos,Brynjar Jóhannsson,31,Iceland
866,AKUMAAAAA,Alex Lo Bello,,France
874,Quaker,Jorge Mellidis,29,Greece
875,MEr,Manos Kardaras,,Greece
884,Xizt,Richard Landström,29,Sweden
885,olofmeister,Olof Kajbjer,28,Sweden
890,rdl,Alexander Redl,,Sweden
897,spyro,Joseph Perez,,United States
909,3#,Li Zhi,,China
912,Rita,BiaoHong Huang,29,China
921,BERRY,Danny Krüger,29,Denmark
922,Snappi,Marco Pfeiffer,29,Denmark
925,Xoma,Andrey Mironenko,28,Russia
928,jRi,Jindřich Hochman,,Czech Republic
930,DecE,Liviu Munteanu,,Romania
931,SeDaN,Sedan Ibrahim,,Romania
956,hacker,Roman Abramov,31,Russia
957,AaroN,Aaron Hemmings,29,United Kingdom
958,AlesKi,Alex Way,,United Kingdom
960,COPA,Jens Burkard,,Germany
963,SlyCer,Marco Schwab,,Germany
964,mou,Rustem Telepov,28,Kazakhstan
965,SNAPPLE,Iulian-Andrei Constantin,28,Romania
969,MNR,Nikolay Kirpichev,,Russia
970,ScurK,Jonas Finnilä,30,Finland
971,KHRN,Jesse Grandell,30,Finland
972,DaY,Jon Thomas Rudstrøm,,Norway
973,SZPERO,Grzegorz Dziamałek,28,Poland
976,destru,Adam Gil,,Poland
980,RAMPAGE,Graham Johnston,,United Kingdom
992,Gulle,Peter Østergaard,,Denmark
993,bali,Andrew Joseph,32,Indonesia
994,vuggo,Viktor Jendeby,,Sweden
997,hoddi,Kristoffer Huotari,30,Sweden
1003,iON,Tommi Alanko,,Finland
1007,k1Ng0r,Nemanja Bošković,31,Serbia
1011,gavin,Gavin Lam,,Malaysia
1022,REASTEN,Kenneth Kristiansen,29,Norway
1023,KORN,Kristian Hokland,27,Norway
1030,Monu,Fréderic Dewever,27,Belgium
1037,Foux,Madis Vesker,30,Estonia
1038,bitchiR,Hans Tint,25,Estonia
1040,prb,Preben Gammelsæter,32,Norway
1044,emilio,Joel Mako,27,Sweden
1045,Maikelele,Mikail Bill,28,Sweden
1046,dboorN,Derek Boorn,31,United States
1047,SFM,Samal Mikkelsen,,Denmark
1052,st1cker,Ali Al-Mehairi,30,United Arab Emirates
1055,havoK,Love Paras,27,India
1064,crisby,Christian Schmitt,28,Germany
1066,Rara,Rassen Abdou,,Tunisia
1067,NeOn,Kim Bäumchen,,Germany
1080,GDE,Maxim Kulakov,,Kazakhstan
1083,AERO,Pavel Surmach,31,Russia
1084,Fierce,Artem Ivanov,30,Russia
1085,Fly,Alan Temirov,30,Russia
1087,Slit,Vladimir Dedkov,30,Belarus
1088,liTTle,Anatoliy Yashin,31,Russia
1095,Foking,Igor Dudchenko,31,Russia
1104,rAx,Marcel Klenner,,Germany
1129,aMi,Amiran Rehviashvili,,Ukraine
1135,pop,Danny Oldenburg,,Sweden
1136,Apollo,Ivan Wuddhisukhum,,Belgium
1139,luosrevo,Jamie Lammers,29,Netherlands
1140,ferrid,Ferdi van Leeuwen,,Netherlands
1146,dennis,Dennis Edman,29,Sweden
1147,huggan,Hugo Lopez,,Sweden
1150,osqari,Oskari Pulkkinen,26,Finland
1154,roman,Roman Redihin,31,Belarus
1159,tixoNsville,Aleksandr Tihonravov,27,Russia
1186,zaK,Zac Bassett,,United Kingdom
1187,ARCH1EB,Christian Pedersen,,Norway
1197,N1GHTMARE,Jovan Derebanoski,29,Macedonia
1199,dreadon,Dime Jovanović,29,Macedonia
1200,hitMouse,Kirill Tsarev,29,Belarus
1204,g0g1,Gordan Prošić,,Serbia
1206,BTN,Catalin-Ionut Stanescu,30,Romania
1214,termi,Marco Salerno,,Italy
1215,cla,Claudio Crisafulli,30,Italy
1225,shox,Richard Papillon,27,France
1248,marqnue,Salih Onaran,30,Turkey
1261,GekoNs,Bruno Gailitis,28,Latvia
1263,niuk,Márkó Rácz,,Hungary
1267,Dev1,Ivan Lazarov,,Slovakia
1269,Laquila,Mili Sivrić,,Bosnia and Herzegovina
1273,STRYKER,Tom Colyn,,Belgium
1275,AFFICHKO,Anton Kolev,29,Bulgaria
1276,minko,Minko Ivanov,29,Bulgaria
1278,pNshr,Nikolay Paunin,28,Bulgaria
1287,slaYn,Eric-Jan Peeters,29,Netherlands
1290,bARA,Dima Prohner,,Ukraine
1297,kap1tw,Giannis Petritis,,Greece
1305,Musse,Tadas Švaikevičius,31,Lithuania
1306,VofkiN,Vladimir Shmakov,28,Russia
1312,egzekut0r,Velimir Atanasovski,,Serbia
1320,onscreen,Craig Shannon,32,United Kingdom
1322,spk,Michael Man,,United Kingdom
1327,zboub,Mohamed Nouar,30,Algeria
1328,flowsicK,Kyle Mendez,28,United States
1331,Xp3,David Garrido,32,France
1337,Grt,Garett Bambrough,33,Canada
1341,jstone,Jason Caposello,,United States
1343,pauLy,Paul Guerboyan,,United States
1350,cArsky,Stepan Petrenko,,Ukraine
1357,speqt,Dimitris Chalkidis,33,Greece
1358,discoRd,Chris Kanatsaris,,Greece
1359,YiiKoN,Christopher Cavecchi,,France
1374,NoxeL,Michael Eder,,Norway
1378,zehN,Jesse Linjala,28,Finland
1386,Krutoi,Ruslan Kolodinskyi,27,Ukraine
1394,xone,Peter Scheel,,Denmark
1422,yes,Miro Kelloniemi,27,Finland
1427,godlike,David Livmar,,Sweden
1429,skippii,Thomas Bekkelund,,Norway
1431,dalito,Danniél Morales,,Sweden
1432,beN,Benjamin Brahimi,,Norway
1436,kiM,Lorenzo Susini,,France
1441,Type,Tuomas Kauppinen,,Finland
1443,lukee,Luukas Paananen,,Finland
1453,othiss,David Othberg,28,Sweden
1465,XpQRz,Odd Erik Sandøy,,Norway
1468,rufus,Harald Spjelkavik,26,Norway
1472,theNe,Arnfinn Eriksen,,Norway
1480,phnien,Steffen Willumsen,,Norway
1481,yakin,Vegard Halvorsen,,Norway
1485,RUBINO,Ruben Villarroel,25,Norway
1510,Gina,Melania Mylioti,,Netherlands
1523,layla,Lily Zimmermann,,Germany
1524,kathi,Kathleen Letsch,28,Germany
1527,antonia,Antonia Jilek,,Germany
1544,Llo,Laura Van Assche,30,Belgium
1554,uno,Peter Lipowski,29,Slovakia
1556,zaider,Emil Brandt,,Denmark
1558,iZee,Axelle Marie,,France
1560,MiTsu,Sandrine Avedissian,,France
1561,RiTTa,Anne-Sophie Carasco,,France
1572,vilga,Ksenia Kluenkova,28,Russia
1573,Candy,Alyona Kuvaeva,25,Russia
1578,aNouC,Ana Oliveras,,Spain
1583,HaySS,Hanne Skårdal,,Norway
1603,fliCkat,Isabelle Nygren,,Sweden
1618,Faith,Helene Schulz,,Germany
1619,sTani,Jacky Lange,,Germany
1631,afrodita,Růžena Quachová,,Czech Republic
1632,Maiuska,Nikol Janečková,,Czech Republic
1638,HellRose,Ivelina Danova,29,Bulgaria
1646,zAAz,Zainab Turkie,28,Sweden
1648,Julie,Julia Strunkowski,29,Germany
1649,iRene,Irene Sanchez,36,Spain
1651,Exilia,Polina Salatova,,Russia
1656,Ju,Julie Ricou,28,France
1657,Nasty,Laura Déjou,31,France
1658,TORKA,Deborah Teissonniere,,France
1659,SaAku,Valérie Quach,,France
1660,Leeya,Sara Tekaya,,France
1669,suraNga,Morten Jensen,,Denmark
1672,StiG,Stig Holmen,,Norway
1702,caard,Mathias Aronsen,,Norway
1715,faken,Kristoffer Andersson,,Sweden
1736,kemistry,Richard Stockdale,,United Kingdom
1753,Murdy,Jens Clarberg,,Sweden
1764,spinner,Ádám Németh,31,Hungary
1768,mICROVAN,Kristian Nyborg,,Norway
1774,pRAIER,Marcus Winther,,Norway
1800,gcko,David Hála,,Czech Republic
1820,jance.,Jana Kozáková,,Czech Republic
1821,KiTTy-KaT,Terri Mulvey,30,Belgium
1829,Friza,John Reilly,,United Kingdom
1831,TAY,Taymaz Babaiasl,,Denmark
1832,krischjo,Kristoffer Schjo,,Denmark
1854,sonamed,Patryk Zamulski,,Poland
1865,dastan,Dastan Akbayev,26,Kazakhstan
1866,Shara,Oleksandr Hordieyev,27,Ukraine
1868,spaz,Sergey Skrypchik,28,Belarus
1879,sacron,Jesper Badensø,,Denmark
1880,casle,Peter Sørensen,,Denmark
1882,Garff,Rasmus Garff,,Denmark
1883,glace,Nicolai Jensen,26,Denmark
1887,zagal,Martin Schou,29,Denmark
1888,zypath,Daniel Jørgensen,28,Denmark
1889,LOMME,Frederik Nielsen,26,Denmark
1896,bimmer,Marc Jensen,,Denmark
1908,Bazooun,Ali Asadi,28,Denmark
1910,Syndicate,Peter Klejnstrup,,Denmark
1911,DAKSCH,Niklas Jeppesen,,Denmark
1912,hyaluronic,Kim Hamstrup,,Denmark
1915,SEMPHIS,Kory Friesen,30,Canada
1916,seang@res,Sean Gares,31,United States
1923,n0swal,Jonathan Lawson,,Canada
1925,a2z,Armeen Toussi,29,Canada
1935,levy,Richard Levy,,United States
1939,brun,Andrew Levy,,United States
1940,sLip,Ricky Cohen,,United States
1943,ali,Alice Lew,,United States
1944,bENITA,Benita Novshadian,27,United States
1946,missharvey,Stephanie Harvey,33,Canada
1947,potter,Christine Chi,33,United States
1948,IpSa,Mayra Perez,,Sweden
1950,tonyblack,Anton Kolesnikov,27,Russia
1959,PineKone,Josh Springer,,United States
1964,Twista,Slaava Räsänen,32,Finland
1967,powerka,Eliza Szczepaniak,,Poland
1978,eliza,Elizabeth Brokhage,,Denmark
1982,Aidy,Aida Garcia,,Spain
1988,pixl,Kwong-Fai Li,,Hong Kong
1997,simcore,Byron McLean,33,New Zealand
2000,n1ck,Nicholas Shaw,32,New Zealand
2003,insanity,Daryl Chua,30,Singapore
2007,ap0c,Mike Aliferis,32,Australia
2018,XntRic,Tushar Khan,28,Bangladesh
2023,FalleN,Gabriel Toledo,28,Brazil
2025,HACKER,Thanasis Stamoulis,,Greece
2031,wenton,John Eriksson,27,Sweden
2034,Nevb,Michael Lundqvist,,Sweden
2047,frgd,Richard Permana,33,Indonesia
2049,Nextwins,Edwin Nextwins,26,Indonesia
2054,RiX,Aakash More,31,India
2066,Archiello,Kamal Abdukadirov,27,Azerbaijan
2077,PusE,Alexandru Popescu,,Romania
2081,averol,Thanos Poularakis,,Greece
2088,bsw,John Gloggner,,United States
2096,tomsku,Roope Simpanen,25,Finland
2113,gax,Joel Meira,31,Portugal
2115,KYESAR,Kye Moule,,United Kingdom
2119,Jonny,Jonathan Podd,,United Kingdom
2121,nokz,Ralph Quidet,27,Austria
2122,cpr,Steve Cooper,,United Kingdom
2123,RattlesnK,Sam Gawn,31,United Kingdom
2130,xikii,Victor García,28,Spain
2131,bondik,Vladyslav Nechyporchuk,26,Ukraine
2144,hub b,Hubert Maksimczuk,,Poland
2148,tahsiN,Tahsin Broschk,29,Germany
2151,xavi,Bernhard Aigner,,Germany
2154,hally,Sergey Shavaev,,Russia
2155,crZy,Sune Hansen,,Denmark
2157,Zote,Julián Acosta,29,Argentina
2158,Sebaxinho,Sebastián Antepara,,Argentina
2161,Noktse,Nicolás Dávila,27,Argentina
2162,H^N,Hannu Pohjalainen,,Finland
2167,punkvillE,Josh Dacus,,United States
2174,HandleD,Nick Pathe,28,United States
2175,khayes,Kevin Hayes,,United States
2176,seraphic,Travis Defusco,,United States
2193,JMZ,James Perez,29,United States
2194,kleppy,Jacob Ott,,United States
2198,Tackett,Kyle Tackett,,United States
2199,summit,Jaryd Lazar,32,United States
2200,scoutz,Mark Herrero,30,United States
2201,m4v3r1ck,Alex Wilkins,,United States
2208,rax,Cameron Hatzmann,,United States
2213,SecretAgent,Jose Fernandez,31,Mexico
2214,kaotic,Eric McCown,,United States
2218,sfX,Jasper Ko,30,United States
2219,quick,Aurele Hebert,,United States
2221,Decko,Jake Muse,,United States
2223,Wojk,Lucas Wojcik,,United States
2232,swT,Steven Tolbert,,United States
2235,Batistuta,Juliano Corrêa,30,Brazil
2236,mkr,Gustavo Mekaru,,Brazil
2237,AIm,Ricardo Almeida,,Portugal
2238,n0rx,Mário Pacheco,30,Portugal
2240,vsk,Vasco Santos,,Portugal
2241,rmn,Ricardo Oliveira,27,Portugal
2245,vity,Victor Medina,,Spain
2250,weyS,Francisco Nuñez Leon,,Spain
2260,RIZZZ,Rui Lima,27,Portugal
2264,xAims,Carlos Marques,27,Portugal
2279,space,Huang Xiaotian,,China
2283,xpy,Zhao Xiaoyu,,China
2284,ryk,LiKan Luo,33,China
2285,muziwei,Wei Li,30,China
2292,forget,Lei Li,30,China
2299,NENO,Anel Ceković,26,Macedonia
2304,Kirby,André Kempa,29,Germany
2314,avenue,Max Höltgen,,Germany
2319,mat,Marten Gehrke,,Germany
2326,xall,Koray Yaman,27,Turkey
2335,kakafu,Alexander Szymanczyk,30,Austria
2339,DaNy,Daniel Voinea,,Romania
2343,manN1,Cristian Francu,,Romania
2346,tALAZIz,Alexandru-Ionut Leoveanu,,Romania
2367,BEECK,Thomas Beeck,,Denmark
2382,psycko,Pablo Avilés,,Spain
2391,wezx,Kenni Holmberg,27,Denmark
2393,tekziNz,Philip Karsbøl,,Denmark
2395,zanoj,Jonas Velling,,Denmark
2398,SKYTTEN,Alexander Carlsson,27,Sweden
2400,Shooter,Stefan Vuchkov,27,Bulgaria
2407,shEMETA,Hristian Spasov,30,Bulgaria
2425,ViperDemon,Siwet Kruavit,32,Thailand
2452,Prof1,Eugene Karnachev,27,Ukraine
2454,transik,Ilyas Gadzhiyahyaev,,Ukraine
2464,Sir,José-Miguel Céspedes,,Chile
2466,rezults,Osvaldo Farias,22,Chile
2468,BULI,Nabil Rachid,,Denmark
2469,cajunb,René Borg,30,Denmark
2471,KVALLION,Simon Boch,,Denmark
2475,shok1ca,Nebojša Ocokoljić,,Serbia
2476,emi,Luka Vuković,26,Serbia
2477,nEGRo,Nemanja Negrojević,31,Serbia
2480,DEik,Dejan Simić,30,Serbia
2482,YNk,Janko Paunović,27,Serbia
2484,MASiNA,Bogdan Bogdanović,,Serbia
2486,shev,Marko Krajčeski,27,Serbia
2489,bk+,Caio Vital,,Brazil
2492,lrz,Lorenzo Araújo,,Brazil
2496,bld,Victor Rocha,28,Brazil
2514,landic,Lucas Fonseca,,Brazil
2517,LuL4,Willian Elias,28,Brazil
2525,LosK,Bruno Loschi,38,Brazil
2527,frozeN,Matheus Cerioni,32,Brazil
2528,gustaviN,Gustavo Quessada,28,Brazil
2529,Maluk3,Pedro Campos,29,Brazil
2530,AlaNDieg0R,Alan Riveros,32,Brazil
2531,bt0,Fillipe Moreno,32,Brazil
2532,mch,Jean-Michel D'Oliveira,30,Brazil
2535,sly,Danilo Kendhi,,Brazil
2544,remix,Victor Monteiro,26,Brazil
2552,Camel,Kamil Czernicki,,Poland
2553,Snax,Janusz Pogorzelski,26,Poland
2555,yam,Yaman Ergenekon,31,Australia
2563,Zac,Ngoc Thien Nguyen,26,Vietnam
2570,RiTz,Ritesh Shah,31,India
2572,Wuzz,Pranay Bhatia,30,India
2579,monty,Mauricio Montenegro,,Panama
2587,impsta,Daniel Whaley,,United States
2597,Sneg,Anton Cherepennikov,,Russia
2614,hiddii,Eugeny Zametaev,,Russia
2617,plyfa,Niklas Runsvik,,Sweden
2618,vidoq,Viktor Manaenkov,,Russia
2621,evil,Michael Garanin,,Russia
2627,brhr,Kirill Vorobiev,,Russia
2638,Wierd_1k,Sergey Tur,28,Russia
2644,Hiko,Spencer Martin,30,United States
2645,YaYooo-,Pedro Morim,,Canada
2647,b33f,Don Frain,31,United States
2648,cath,Catherine Leroux,30,Canada
2677,w0rm1,Cristian Daniel Anton,,Romania
2709,primortjE,Rick van Rens,30,Netherlands
2712,ufear,Koen Faro,,Netherlands
2714,scandalous,Kareem Delink,,Netherlands
2715,akid,Marcel Tol,,Netherlands
2717,rmL,Alexander Kancsev,30,Hungary
2718,DEv,Olivér Budai,30,Hungary
2730,chrisJ,Chris de Jong,29,Netherlands
2732,JORDAN,Jordan Tašković,28,Serbia
2735,Mad MaN,Nemanja Milovanović,,Serbia
2757,GuardiaN,Ladislav Kovács,28,Slovakia
2767,xilo,Jeroen Knip,30,Netherlands
2775,Darkkis,ChiNam Li,28,Hong Kong
2794,Fabre,Sezgin Kalaycı,29,Turkey
2799,bubble,Kamen Kostadinov,28,Bulgaria
2801,joona,Joona Puumalainen,25,Finland
2809,infront,Itay Mordechay,30,Israel
2819,Nepo,Fadil Canaj,,United States
2822,carnees,Matthias Hyldegaard,,Denmark
2826,MINISE,Jacek Jeziak,26,Poland
2829,mAger,Magerram Akhmedov,,Russia
2832,snpr,Juan José Torres,,Spain
2834,vLad1r0x,Vladimir Garbeshkov,28,Austria
2851,Pod,Piotr Krawczyk,,Poland
2852,timmey,Thiemo Theuer,,Germany
2858,maektig,Adam Widell,27,Sweden
2865,xRM,Rasmus Tanskanen,28,Sweden
2867,flwsterN,Benjamin Wallin,,Sweden
2868,transis,Karwan Mustafa,,Sweden
2872,rich,André Åkerblom,,Sweden
2880,roqqan,Fredrik Honak,,Sweden
2881,EXR,Nikolaj Therkildsen,26,Denmark
2892,shirox,Jens Wietow,,Germany
2893,falleN,Nick Rupprecht,,Germany
2897,HOMAZ,Thomas Kristiansen,,Denmark
2898,raalz,Rasmus Steensborg,24,Denmark
2899,quard,Steen Marquard,,Denmark
2909,addi,Andreas Wallenberg,30,Sweden
2922,Maxaki,Andreas Andersson,28,Sweden
2924,Samzter,Per Grahn,28,Sweden
2947,Concussive,Nicolai Nielsen,,Denmark
2952,hadrok,Francis Urrutia,32,Peru
